Document Title,Abstract,Chosen,Authors,Publication Year,DOI,Link,Journal/Location,Content type
Automating Care: Online Food Delivery Work During the CoVID-19 Crisis in India,"On March 23, 2020, the Government of India (GoI) announced one of the strictest nationwide lockdowns in the world to curb the spread of novel SARS-CoV-2, otherwise known as CoVID-19. The country came to a standstill overnight and the service industry, including small businesses and restaurants, took a massive financial hit. The unknown nature of the virus and its spread deepened anxiety among the general public, quickly turning to distrust towards any “outside” contact with goods and people. In the hopes of (re)building consumer trust, food delivery platforms Zomato and Swiggy began providing digital solutions to exhibit care towards their customers, including: (1) sharing delivery workers’ live temperatures alongside the workers’ profile inside the app; (2) mandating the use of the controversial contact tracing app Aarogya Setu for the workers; (3) monitoring workers’ usage of masks through random selfie requests; and (4) sharing specific worker vaccination details on the app for customers to view, including vaccination date and the vaccine’s serial number. Such invasive data gathering infrastructures to address public health threats have long focused on the surveillance of laborers, migrants, and the bodies of other marginalized communities. Framed as public health management, such biometric and health data gathering is treated as a necessary feature of caring for the well-being of the general public. However, such datafication practices - ones which primarily focus on the extraction of data from one specific community in order to mollify the concerns of another - normalizes the false perception that disease is transmitted unidirectionally: from worker to the consumer. By centering food delivery workers’ experiences during the pandemic and examining the normalization of such surveillance in the name of care and recovery, this paper aims to examine how new regimes of care are manufactured and legitimized using harmful and unethical datafication practices.",,"Singh, Anubha and Park, Tina",2022,10.1145/3531146.3533082,https://doi-org.proxy.bnl.lu/10.1145/3531146.3533082,"Seoul, Republic of Korea",
A Hindi Speech Recognizer for an Agricultural Video Search Application,"Voice user interfaces for ICTD applications have immense potential in their ability to reach to a large illiterate or semi-literate population in these regions where text-based interfaces are of little use. However, building speech systems for a new language is a highly resource intensive task. There have been attempts in the past to develop techniques to circumvent the need for large amounts of data and technical expertise required to build such systems. In this paper we present the development and evaluation of an application specific speech recognizer for Hindi. We use the Salaam method [4] to bootstrap a high quality speech engine in English to develop a mobile speech based agricultural video search for farmers in India. With very little training data for a 79 word vocabulary we are able to achieve &gt;90\% accuracies for test and field deployments. We report some observations from field that we believe are critical to the effective development and usability of a speech application in ICTD.",,"Bali, Kalika and Sitaram, Sunayana and Cuendet, Sebastien and Medhi, Indrani",2013,10.1145/2442882.2442889,https://doi-org.proxy.bnl.lu/10.1145/2442882.2442889,"Bangalore, India",
MobiCom '17: Proceedings of the 23rd Annual International Conference on Mobile Computing and Networking,"Welcome to ACM MobiCom '17, the 23nd Annual International Conference on Mobile Computing and Networking.MobiCom is the premier forum for cutting-edge research in mobile systems and wireless networks. This year's technical program features 35 outstanding papers, covering a wide variety of topics: Wireless access and backhaulCellular systemsLight communicationNear field communicationLocalizationRFIDWireless privacy and securityIoT and wearablesData managementVirtual realityMobile applications and WebWe again had a heavy PC (30 members) and a light PC (30 members). The two-tiered PC balanced the goals of broader inclusivity and running an effective TPC meeting. The TPC was made up of experts from diverse research areas, and TPC selection also took into account gender, seniority, institution, country, expertise, and academic or industrial background. The TPC included researchers from 10 countries: France, India, Italy, Singapore, South Korea, Sweden, Switzerland, Taiwan, U.K., and the U.S. Twenty percent of the TPC members were female. The TPC also had broad industry participation, with members from Cisco, Google, IBM, Microsoft, and NEC.The paper review process was double-blind. It was carried out in three phases: First, each paper was reviewed by at least three TPC members, and the top 107 papers were advanced to the second phase. Review scores, in addition to reviewer confidence and normalization with respect to other papers by the same reviewer, were considered in the selection process. In the second phase, each paper was reviewed by at least two more reviewers, followed by an online discussion; that produced 68 papers for the TPC meeting on June 1 and 2 in Seattle, which was the final phase. These 68 papers were discussed at length at the meeting. Eventually, 35 papers were conditionally accepted into the program. The heavy PC participated in all three phases; the light TPC participated only in the first phase.Each of the 35 papers was assigned a shepherd from the heavy PC. Shepherds' identities were provided to authors, unlike in the previous year. Reviewers remained anonymous. Shepherds coordinated with reviewers to address the review comments and they approved the final versions for publication. The result of this process is a strong and diverse technical program consisting of 35 high-quality papers.",,,2017,,,"Snowbird, Utah, USA",
Assessing the Scope for Use of Mobile Based Solution to Improve Maternal and Child Health in Bangladesh: A Case Study,"Patient data collection and emergency health service is the primary challenge in developing countries. Risk assessment of pregnant mother and healthcare based on priority is almost impossible in present health service of Bangladesh. A pilot study was done in three urban slums of Dhaka where BRAC health workers were provided with mobiles. A smart algorithm was incorporated in the mobiles. The mobile solution came up with useful findings. The health workers now could send data directly to central MIS system which reduced previous time lag. A secure web page contained all the patient data which was accessible by BRAC Personnel from anywhere any time. An automated risk assessing decision tree categorized the patients depending on their risk levels for timely treatment. The mobile solution proposed a pro-active, cost-effective platform for rapid health service for pregnant mothers and neonates with reduced manpower",,"Alam, Mafruha and Khanam, Tahmina and Khan, Rubayat",2012,10.1145/2369220.2370755,https://doi-org.proxy.bnl.lu/10.1145/2369220.2370755,"London, United Kingdom",
Nutrient Management Decision Support System for Livelihood Security of Farmers,"Submissions of demonstrations for DEV 2013Poor Soil health is leading to reduction in farm yield to farmers due to nutrient mining and imbalanced application of fertilisers and growth promoters. Generalized approach and change in associated knowledge systems leads to nutrient application, while ignoring individual farm diversity, uniqueness and management history, hence lower crop yield. Site-specific nutrient management (SSNM) practices not only help in maintaining the soil productivity and hence better crop, the mobile phone based Soil+ service helps the farmers receive information about nutrient management at timed intervals through personal cell phones as per the crop cycle and variety, hence helping increased farm yield.As part of building its services portfolio in agriculture ekgaon undertook a project ""Nutrient Management Decision Support System for Livelihood Security of Farmers"" in October 2009 with the aim of providing a reliable and customised last mile, site-specific information on managing soil nutrients to farmers individually in realtime. The service offered 'Soil+', is provided on mobile phone of the farmer through an automated system in local language in text and/or voice modes as per exercised choice. The system includes a centralized server running the application with standardized algorithm for each crop, based on nutrient removed from the soil by previous crop \&amp; targeted yield for the new crop, customised based on the farmers data collected earlier.The Soil+ service is now part of a portfolio of services branded as 'OneFarm', the service helps the farmers receive information about nutrient management at timed intervals through personal cell phones as per the crop cycle and variety. The system includes a centralized server running a application (for system architecture please see the figure) with standardized algorithm for each crop, based on nutrient removed from the soil by previous crop \&amp; targeted yield for the crop to be cultivated, customised based on the farmers data collected earlier.The process involved to access the service has been made simple, using interactive voice response to capture the uniqueness of each farm, based on that server provides the best possible unique nutrient management solution for that farm by processing the unique information received from that farm in realtime.This system takes the advantage of the availability of cell phones in the village and among farmers for last mile delivery of information services. Farmer could also access a more detailed advisory through the website by visiting any community information centre also in local language. A set of call-menu are also available for ""anytime"" information access by farmer through IVRS, provided in a small handbook.The project was implemented in Tamilnadu, India with farmers groups constituting 500 farmers (including 10 women farmers). The initial impacts after first crop cycle are1. 80\% farmers followed complete advisory, 15\% farmers skipped 2-3 steps in eight step advisory process, 5\% farmers did not follow the advisory. Various reasons were identified for not follow of the advisory, including change of crop by farmer, lack of seed germination, loss of mobile phone, not able to recharge phone battery, forgot the advisory etc.2. Reduction in input cost by 20\% in the first crop cycle, with 15\% increase in productivity. By second crop cycle 30\% reduction was observed with average productivity enhancement of 10\%. Measuring usability of advisory is part of the automated system through out-bound automated calls. Impact measurement of advisory on farm is not done as part of the process due to considerable cost involved in such exercises. Quantitative studies would require time and funding to undertake ground based observation monitoring for asses impact of such ICTs intervention.3. Greater awareness on soil nutrient management practices, benefits to soil health though not visible, but savings from inputs without loss in productivity have encouraged the farmers to continue using the service.4. Healthy soil, but results need to be verified over 2-3 crop cycle \&amp; soil test. An ideal usecase would be a controlled test area using advisory and other not using across several seasons to observe change in soil health.The service is ongoing and results are encouraging with farmers acceptance of the service being high. The branded service portfolio 'OneFarm' has been commercialised and is now available in Tamilnadu, Gujarat and Rajasthan. Ekgaon aims to grow the service to reach over 15 mn farmers in next five years for which it is seeking to raise investment.",,"Aditya, Vijay Pratap Singh and Sasikumar, K.",2013,10.1145/2442882.2442932,https://doi-org.proxy.bnl.lu/10.1145/2442882.2442932,"Bangalore, India",
Poster: HeartFit: An Intuitive Smartphone Application for Well-Being of Hypertensive Patients,"Hypertension is the single most significant risk factor for heart disease, stroke and kidney disease. The key causes of hypertension can be directly linked to the lifestyle of the patient, including age, family history, smoking, obesity etc. Our work consists of an interactive mobile application that acquires these lifestyle information and use several recommendation techniques to warn and guide the user towards well-being. So far, this is one of the earliest approaches in this domain for a developing country like Bangladesh.",,"Afroze, Syeda Farzia and Shezan, Faysal Hossain and Sharmin, Sadia",2017,10.1145/3081333.3089308,https://doi-org.proxy.bnl.lu/10.1145/3081333.3089308,"Niagara Falls, New York, USA",
LMS Weds WhatsApp: Bridging Digital Divide Using MIMs,"Recently, Mobile Instant Messaging Services (MIMs) such as WhatsApp have shown tremendous potential in enabling communication among diverse set of people. Such services have an even more critical role to play in developing regions. Due to the digital divide, a much higher prevalence of mobile-only internet connection has been reported, where millions of users leapfrogged to mobile-internet entirely skipping the desktop-based internet phase. In this paper, we report findings from a longitudinal field study conducted in a private higher education institution in India. The aim of the study was to explore the potential of an integrated blended learning setup which combines WhatsApp with a Learning Management System (LMS). The study was performed in a class of 20 final year engineering students over a period of three months. Our findings suggest that there is a systematic bias in the usage of WhatsApp vs. LMS based on several factors, including specifics of the learning activity, student behavior, and status of the course in the semester, and the time of the day. Synchronous and asynchronous interaction on WhatsApp are perceived to be engaging, support collaboration and aid learning by complementing LMS-based and face-to-face learning.",,"Mahapatra, Jyotirmaya and Srivastava, Saurabh and Yadav, Kuldeep and Shrivastava, Kundan and Deshmukh, Om",2016,10.1145/2899475.2899485,https://doi-org.proxy.bnl.lu/10.1145/2899475.2899485,"Montreal, Canada",
ICBBS '19: Proceedings of the 2019 8th International Conference on Bioinformatics and Biomedical Science,"The 8th International Conference on Bioinformatics and Biomedical Science (ICBBS 2019) was held in Beijing University of Technology, Beijing, China during October 23-25, 2019. The event was a great success and there were many participants from all over the world including South Korea, Malaysia, Egypt, Indonesia, Poland, UK, Bangladesh, Brazil, Spain, Japan, and China. ICBBS provided the communication platform for international researchers, engineers, academicians as well as industrial professionals who are interested in bioinformatics and biomedical science and its current applications.",,,2019,,,"Beijing, China",
"ICACCI '12: Proceedings of the International Conference on Advances in Computing, Communications and Informatics","Globalization tends to be most perceptible and observable in almost every facet of life mainly due to the emergence of new digital technologies of computing and communications. At the same time, informatics with its strong focus on providing fast and ready access for human based on these developments in computing and communications plays more very crucial role in people's lives and permeates all it in all respects, from entertainment to healthcare and from databases to e-governance. The International Conference on Advances in Computing, Communications and Informatics (ICACCI'12) was held in Chennai, India during August 3-5, 2012 and hosted at RMK Engineering College, Chennai. ICACCI provides an international forum for exchange of ideas among interested researchers, students, developers, and practitioners in the areas of computing, communications, and informatics. ICACCI'12 was organized in association with National Association of Software and Services Companies (NASSCOM), Offenburg University of Applied Sciences, Germany; Computer Society of India (CSI), The International Society for Computers and Their Applications, Inc. (ISCA), USA; International Neural Network Society (INNS), India Chapter; Indian Association for Medical Informatics (IAMI), Software process improvement network (Spin); and Research Publishing Services (RPS), Singapore.",,,2012,,,"Chennai, India",
CSIR Initiatives in High Performance Computing in India,"Council of Scientific and Industrial Research (CSIR) is a premier R\&amp;D organization in India whose geographical spread extends over the whole country while its scientific spread touches virtually all fields of science and technology including aerospace, biology, chemistry, earth sciences, engineering and physical sciences etc. CSIR has 37 laboratories, 4 units and several extension centres. CSIR Centre for Mathematical Modelling and Computer Simulation (C-MMACS) is located in Bangalore and was started in the year 1988. One of the mandates of C-MMACS is to provide HPC access to the scientific workforce of CSIR which is nearly 4500 strong. The early HPC initiatives began in the CSIR National Aerospace Laboratories (NAL) with the installation of Univac computer in the year 1984 prior to the establishment of C-MMACS. By 1994 the Univac system was retired and C-MMACS established the first supercomputer of CSIR: Convex C3820 with two vector processors and 240 Mflops speed. From then on, the HPC capability has largely been concentrated in C-MMACS and has grown over the years at a steady rate. In the year 2005, CSIR IGIB established a compute cluster which was the fastest in CSIR and second best in India. Apart from this, all major HPC infrastructure is being planned, installed and operated by C-MMACS for CSIR. By October 2012, C-MMACS will have India's fastest supercomputer rated at 300 Teraflops sustained on HPL. This is a major leap from earlier installation of 133 Teraflops system by CRL, India. With CSIR's vision to embrace simulation and data centric science, C-MMACS is presently engaged in planning for state-of-the-art high performance computing system during the 12th Five Year Plan (2012-17).The application environment in C-MMACS HPC facility is rich with in-house developed, open source and commercial software. Some of the key applications include CFD (primarily in-house), weather and climate (MOM, WRF), chemistry, material sciences and molecular modelling.C-MMACS will be looking very keenly at the upcoming accelerator technologies in order to ensure that the future large scale high performance computing is realized with as low a power infrastructure as possible but yet with minimal developmental effort from the users to extract maximum performance. Efforts are already on in this direction.",,"Thangavelu, R. P. and Mudkavi, Vidyadhar Y. and Seshu, P.",2012,,,"Buona Vista, Singapore",
SIGMIS-CPR '17: Proceedings of the 2017 ACM SIGMIS Conference on Computers and People Research,"It is our great pleasure to welcome you to the annual Computers and People Research Conference -- ACM SIGMIS CPR 2017. For more than 50 years, ACM SIGMIS CPR has engaged the academic and practitioner communities in understanding the issues related to the interaction of people with computers, what we now broadly refer to as information technology (IT). The current rapidly changing technological landscape is providing organizations and individuals with new tools for working, communication, and collaboration. Increasingly, smartphones and mobile commerce are changing our buying and consumer behaviors; wearable fitness trackers are making us more health conscious; social media and social networks are shifting the ways in which humans interact and collaborate together; start-ups are revamping business models by utilizing digital connections to fuel a sharing economy; and digital transformations are being used to address concerns of health, education, and civic engagement. A variety of social media and mobile technologies are also empowering individuals, communities, and societies to engage and interact with each other to enrich their own lives and to bring about a positive change in the world in which we live. In other words, digital technologies are enabling the transformation not only of business and organizations, but also of how people experience work and life. As a result, we selected the conference theme of Digital Transformation: The Changing Nature of Organizations, Work and Societies for this year's conference.The papers, posters, keynotes, and the industry-academia panel at the conference address topics and ideas related specifically to the conference theme in addition to the more traditional topics of the interaction between computers and people that the ACM SIGMIS CPR community typically addresses. Several papers and posters this year focus on the thematic topics of digital business and innovation, architecture of digital organizations, social media and social networks, digital empowerment, and digital health in addition to the topics of IT workforce management, software projects and outsourcing, IT security, and institutions and organizations. Of special note this year are two keynote addresses, one by Kris Gopalakrishnan, the co-founder of the iconic Indian IT services company Infosys, chairman of Axilor, and an IT industry pioneer, on the topic Changes in Globalisation \&amp; Indian IT Industry Transformation, and the other by Sunil Mithas, a prolific author, a highly-cited scholar, and a professor at the University of Maryland, on the topic Digital Intelligence and Transformations. Also of special note this year is an industry-academia panel that will address issues related to the conference theme and that is comprised of three senior IT executives who are directly shaping through their work the digital world we live in and will live in, and two professors who are engaged in understanding the digital transformation occurring around us and its implications on our work and our lives. To cap it all, an industry visit to Infosys is also planned so participants can see first-hand the Bangalore campus of this iconic Indian IT firm that many of us refer to in our courses, and engage directly with senior executives of this firm to understand their vision and their work in moving to the next stage of digital work. Last but not the least, the doctoral consortium at the conference provides an opportunity to doctoral students, who are the budding scholars of our discipline, to refine their scholarly ideas through their interactions with faculty mentors, many of whom are and were journal editors, and with fellow students, in addition to growing their professional networks.The various volunteer committees at any scholarly conference play a critical role in making it happen, and this conference is no exception. However, it is the authors, the reviewers, and many other volunteers and supporters who are really critical to the success of any conference. This conference in Bangalore, India would really not have been possible without the many authors and doctoral students who submitted their high-quality work, without the many reviewers who provided their timely and constructive reviews to submitted papers and doctoral proposals, and the faculty mentors who willingly agreed to give their time to interact with invited doctoral students in the doctoral consortium, and we would like to thank them all for their consideration and dedicated efforts.",,,2017,,,"Bangalore, India",
Perspectives on Teaching Computer Architecture in Developing Countries,"Different areas of computer science have different challenges with respect to curriculum development, textbook writing, and teaching. Computer architecture represents one extrema in this hyper-dimensional space: it is an applied discipline, the theory for many sub-areas is still in development, and unlike traditional theoretical areas, problem-solving and tutorial based teaching is still uncommon. Students typically appreciate the rigor of traditional algorithm courses because they are similar to the courses they have seen in high school, however computer architecture is an engineering discipline: it is a science, an art, and sometimes a combination of both. As the name suggests, it is quite like traditional ""architecture"" (designing beautiful buildings...). To further complicate matters, most textbooks in this subject have originally been written in the late nineties and fail to capture most of the developments that have happened over the last two decades, which are fundamental and revolutionary at the same time. In the late nineties the field was an applied discipline where the design of systems, the specific design choices made by engineers, and a description of important architectures was considered proper pedagogical practice. This was probably acceptable in developed countries where students had an adequate exposure to computers since their teenage years. However, this approach did not work in India and a few other developing countries where I taught. Hence, there was a need to grow the field and instead focus on providing timeless insights that are not dependent on specific architectures or specific technologies. There was a need to bring the field in line with other fields such as chemistry, physics, biology, and of course traditional CS (data structures, algorithms, discrete math, etc.). This was the nature of the challenge that I faced when I started writing my two books on computer architecture (www.basiccomparch.com and www.advcomparch.com). There was a need to formalize basic notions, provide a theoretical framework, and create a discipline that is more in line with traditional theoretical subjects, which the students (at least in developing countries) are more used to. Hence, a novel pedagogical approach was developed where the connect between Turing machines and basic architectures was shown. The same approach was followed to explain all the major concepts by relating them to other concepts in traditional math or CS: caches were connected with hashtables, virtual memory was connected with indexing, I/O was connected with networking, OOO processing was connected with graph algorithms, and memory models were re-explained with novel concepts developed by the verification community. The end result of doing so was 1500 pages of computer architecture (captured in my two books). Many concepts appear to be intuitive such as memory consistency and routing algorithms in on-chip networks. However, this never leads to a deeper understanding and cannot lead to practical designs because there is not enough knowledge to write real code and capture corner cases. This is where formal training and a connect with well-established CS concepts is required. In my second book on Advanced Computer Architecture, especially in the later half, I focused on power management, security, reliability, and architectures for AI/ML. Here again, the theory was not well developed and thus there were no popular mathematical formalisms. New notations and new theoretical tools were introduced to put these areas on a sound footing. This is by far the most important contribution of my two books, which is to formalize and ""mathematize"" concepts in computer architecture that hitherto had very applied definitions, which were often prone to misinterpretations. Towards the end of the talk, we will also digress into some of my other academic adventures such as co-chairing a committee to create the CBSE CS curriculum for schools, a lab course on processor design and kernel hacking (future of OS teaching), and my take on the future of teaching and learning (in general).",,"Sarangi, Smruti Ranjan",2022,10.1145/3561833.3568498,https://doi-org.proxy.bnl.lu/10.1145/3561833.3568498,"Jaipur, India",
IDEAS '10: Proceedings of the Fourteenth International Database Engineering \&amp; Applications Symposium,"The International Database Engineering \&amp; Applications Symposium (IDEAS) was established in 1997. IDEAS'10 is the fourteenth annual meeting in the IDEAS series and is being held in Montr\'{e}al, Qu\'{e}bec, Canada, during August 16-18, 2010. The conference aims to address the needs of the academic community in database and engineering, its application found in an ever increasing number of domains. It brings together academics, government and industry professionals to discuss recent progress and challenges in a broad range of areas in this domain such as data mining, databases, information retrieval, machine learning, as well as software engineering. IDEAS'10 also serves as a platform for theoreticians and practitioners to exchange their original research ideas on academic or application aspects of computing and engineering of database systems. They can present their new findings and share their experiences on integrating new technologies into products and applications. The symposium facilitates the discussion of their work as applied to real-life situations, and their development and operations of challenging database related systems, while identifying unsolved challenges.In terms of submissions, we have attracted many high-quality papers submitted by authors globally including: Australia, Austria, Brazil, Canada, China, France, Germany, India, Iran, Ireland, Italy, Japan, Jordan, Macedonia, Norway, Portugal and United States.For IDEAS'10, we continue to keep our tradition of inviting international experts in various aspects of database engineering to join our program committee. As a result, our Program Committee consists of professionals who have done an excellent job in finishing the single-blind review and on-line double-blind debate processes built into ConfSys. On average, about 97\% of reviews were submitted by the due date and about 3.85 reviews were received for each paper.Thus the paper selection process was thorough and competitive. On average, each paper was refereed by at least 3.85 reviewers, and about 17\% of submissions were accepted as full research papers. This year, we have an intensive program that spans over three days. In addition to full research papers we also include selected short papers and posters, which allow authors to present new applications and explore untried research directions.",,,2010,,,"Montreal, Quebec, Canada",
ISAFE: A Disaster Management Application Utilizing Georeferencing and A* Algorithm,"The occurrence of natural disasters increased through the years, and the Philippines remains as one of the most disaster-prone countries in the world, and have almost all types of hazards. Most of the Filipinos were not aware of the location of disaster-prone areas and evacuation centers, and a system is lacking that can show location of disaster-prone areas and evacuation areas; thus this mobile application was made which can provide the best route from the location of the user to the nearest evacuation center. The system utilized Geo Mapping, GPS, A* Algorithm and Prescriptive Analytics to make a system which can help the rescuers and the residents to have coordination in times of rescue operation. The developed system, iSAFE, can provide the exact location of the evacuation areas and disaster-prone areas in Los Ba\~{n}os, Laguna; and help rescuers by giving the location of other users through GPS in delivering immediate help. Other features include providing the best route which avoids disaster-prone areas to lessen the vulnerability index of users of the system, and prescribing an advisable number of rescuers to be deployed in every barangay. Further studies on the system can be done which target other provinces or municipalities.",,"Gulay, Crisanto F. and Subion, Marco Antonio T.",2018,10.1145/3293475.3293488,https://doi-org.proxy.bnl.lu/10.1145/3293475.3293488,"Phuket, Thailand",
MobiCom '15: Proceedings of the 21st Annual International Conference on Mobile Computing and Networking,"Welcome to ACM MobiCom 2015, the 21st Annual International Conference on Mobile Computing and Networking. MobiCom is the premier forum for publishing and presenting cutting-edge research in mobile systems and wireless networks. The technical program this year features 38 outstanding papers that cover a wide variety of topics including energy, sensing, security, wireless access, applications, localization, Internet of things, mobile cloud, measurement and analysis. We created a new Experience track this year to encourage authors to present extensive experiences with implementation, deployment, and operations of mobile ncomputing and wireless networks. One of the accepted papers is an Experience paper on cellular networks.This year's call for papers attracted 207 qualified submissions from across the globe that were carefully reviewed by 46 Technical Program Committee (TPC) members (+2 TPC chairs) along with a selected group of external experts. The TPC was formed with the goal of covering diverse research expertise as well as diverse perspectives and approaches. The TPC included researchers from 12 countries including China, France, Germany, India, Italy, Singapore, South Korea, Spain, Sweden, Switzerland, UK, and USA. 25\% of the members were female, the highest ever in the history of MobiCom. We also had broad industry participation with TPC members from Alcatel-Lucent, Google, HP, IBM, Microsoft, NEC, and Telefonica.The paper review process was double-blinded and carried out in three phases. In the first phase, each paper was reviewed by at least three TPC members, and the top 112 papers were selected for the second phase. In addition to reviewer scores, reviewer confidence and normalization with respect to other papers in a reviewer's pile, were also considered in selecting papers. In the second phase, each paper was reviewed by at least two more reviewers followed by an online, often intense, discussion, producing 68 papers for the final phase. The final TPC meeting was held on May 28th and 29th in Salt Lake City, Utah. These 68 papers were organized by their topic areas, and discussed at length at the meeting. Eventually, 38 papers were shortlisted for inclusion in the program and a shepherd from the TPC was assigned to each of these papers. As the last step, each of the shortlisted papers was shepherded through a ""blind"" process where the authors interacted with all the reviewers and the shepherd to address the review comments without knowing the reviewers' or the shepherds' identities. The end result is an exciting technical program composed of 38 very high quality papers.During the review process, Prof. Robin Kravets, the TPC co-chair of MobiCom 2013, handled the papers that were co-authored by TPC chairs, and those that had conflict-of-interest with both TPC chairs. To ensure fairness and preserve the anonymity of all authors and reviewers, the assignment of reviewers, the reviews and discussions of these papers were done out of band without any exposure to the TPC chairs.",,,2015,,,"Paris, France",
IDEAS '11: Proceedings of the 15th Symposium on International Database Engineering \&amp; Applications,"The 2011 edition of the IDEAS (International Database Engineering \&amp; Applications Symposium) is being held in the city of Lisbon, Portugal, from the 21st to the 23rd of September. Since 1997, IDEAS has established itself as a premier forum in the area of database engineering and applications, providing a unique opportunity for database researchers, users, and developers to exchange new ideas, approaches, and methodologies.For IDEAS'11, we continue to keep our tradition of inviting international experts in various aspects of database engineering to join our international program committee. As a result, our Program Committee consists of professionals from different parts of the world including: Australia, Belgium, Brazil, Canada, Denmark, Finland, France, Germany, Greece, India, Italy, Japan, Korea Republic, Mexico, New Zealand, Portugal, Singapore, Spain, Switzerland, Taiwan, Turkey, United Kingdom and United States.",,,2011,,,"Lisboa, Portugal",
IPv6: Issues and Solution for next Millennium of Internet,"IPv6 is coming, whether we like it or not. It isn't a matter of new features or ""killer applications,"" although those may come with time. Rather, it is the rapid depletion of the remaining IPv4 addresses that is leaving IPv6 as the only feasible alternative for the continued growth of networks beyond the next few years. Governments and service providers in many regions of the world have been cognizant of this fact for a long time, and are currently in various stages of planning for IPv6 deployment in their networks. The IPv6 was developed to replace and improve the existing Internet Protocol (IP), the IPv4 in many ways. Among the improved areas are addressing space, routing efficiency, header format, auto-configuration, Quality-of-Service (QoS), security and mobility. This paper investigates the IPv6 deployment issues' in India and provides potential solution for the same.",,"Limkar, S. V. and Jha, R. K. and Pimpalkar, S.",2011,10.1145/1980022.1980226,https://doi-org.proxy.bnl.lu/10.1145/1980022.1980226,"Mumbai, Maharashtra, India",
"CCSEIT '12: Proceedings of the Second International Conference on Computational Science, Engineering and Information Technology","The Second International Conference on Computational Science, Engineering and Information Technology (CCSEIT-2012) was held in Coimbatore, India, during October 26- 28, 2012, hosted at the Avinashilingam University. CCSEIT-2012 focuses on complex systems, information and computation using mathematics and engineering techniques. The goal of this conference is to act as a major forum for the presentation of innovative ideas, approaches, developments, and research projects in the area of Computation theory and applications. It will also serve to facilitate the exchange of information between researchers and industry professionals to discuss the latest issues and advancement in the area of advanced computation and its applications will be covered during the conference. Authors were invited to contribute to the conference by submitting articles that illustrate research results, projects, survey work and industrial experiences describing significant advances in all areas of Computational Science, Engineering and Information Technology.",,,2012,,,"Coimbatore UNK, India",
The Software Engineering Impacts of Cultural Factors on Multi-Cultural Software Development Teams,"This paper is based on our experiences in trying to apply software engineering practices to development projects staffed by developers from three distinct cultures; Japan, India, and the United States. The development of commercial software products has always been difficult. The standard balancing act that occurs between features, schedules, and resources is at the core of the difficulty. We found that cultural differences also had a large impact on our software engineering work.Much has been written and said about software engineering methods that can be applied to development projects to reduce and control these core difficulties. Methods that were thought to be ""best practices"" turned out to be ineffective or very difficult to implement. Our understanding of the possible root causes for these difficulties greatly increased when we began to study some of the cultural dynamics within the team. This paper describes our observations in terms of how these cultural factors impacted the software engineering techniques used on the projects.",,"Borchers, Greg",2003,,,"Portland, Oregon",
