Document Title,Abstract,Chosen,Authors,Author Affiliations,Publication Year,Page,DOI,Link,Content type
"Place-Based Assessment of Intersection of Biophysical and Social Vulnerability to Flooding in Accra, Ghana","The relationship between flood hazards and social vulnerability is firmly on the intellectual agenda of geographers in Ghana. In an attempt to theorize and empirically examine this relationship, scholars have commonly followed a one-sided methodological strand. In this article, a triple-helix approach that relies on the application of social vulnerability index; mapping potential flood hazard zones; and examining degree of coincidence between flood hazards and social vulnerability, is used. Situating the analysis within Hazards-of-Place Model of Vulnerability, the study identifies spatial disparities in biophysical and social vulnerability within the City. It emerged that communities in the Ashiedu Keteke sub-metro were the most vulnerable based on the hazards-of-place model. Significantly, while flood risk awareness was very high among community members, the perception of flood risk management was poor. The study argues that understanding place-based vulnerability is crucial in mitigating the effect of hazards and building resilient communities.",,"Aboagye D,Attakora-Amaniampong E,Owusu-Sekyere E",,2020,55–68,10.4018/IJAGR.2020010104,https://doi-org.proxy.bnl.lu/10.4018/IJAGR.2020010104;http://dx.doi.org/10.4018/IJAGR.2020010104,Journal Article
Theories of Interval Arithmetic: Mathematical Foundations and Applications,"Reviews ""This new book by Hend Dawood is a fresh introduction to some of the basics of interval computation. It stops short of discussing the more complicated subdivision methods for converging to ranges of values, however it provides a bit of perspective about complex interval arithmetic, constraint intervals, and modal intervals, and it does go into the design of hardware operations for interval arithmetic, which is something still to be done by computer manufacturers."" - Ramon E. Moore, (The Founder of Interval Computations) Professor Emeritus of Computer and Information Science, Department of Mathematics, The Ohio State University, Columbus, U.S.A. ""I am delighted to see one more Egyptian citizen re-entering the field of interval mathematics invented in this very country thousands years ago."" - Marek W. Gutowski, Institute of Physics, Polish Academy of Sciences, Warszawa, Poland Book Description Scientists are, all the time, in a struggle with uncertainty which is always a threat to a trustworthy scientific knowledge. A very simple and natural idea, to defeat uncertainty, is that of enclosing uncertain measured values in real closed intervals. On the basis of this idea, interval arithmetic is constructed. The idea of calculating with intervals is not completely new in mathematics: the concept has been known since Archimedes, who used guaranteed lower and upper bounds to compute his constant Pi. Interval arithmetic is now a broad field in which rigorous mathematics is associated with scientific computing. This connection makes it possible to solve uncertainty problems that cannot be efficiently solved by floating-point arithmetic. Today, application areas of interval methods include electrical engineering, control theory, remote sensing, experimental and computational physics, chaotic systems, celestial mechanics, signal processing, computer graphics, robotics, and computer-assisted proofs. The purpose of this book is to be a concise but informative introduction to the theories of interval arithmetic as well as to some of their computational and scientific applications.",,Dawood H,,2011,,,,Book
Shadow Aware License Plate Recognition System,"During recent years, license plate recognition have been widely used as a core technology for security or traffic applications such as in traffic surveillance, parking lot access control, and information management. In this paper, Shadow Aware License Plate Recognition (SALPR) system is proposed to recognize Egyptian LP. This system achieves high recognition rate through applying shadow detection and removal, rotation adjustment and using Multilayer perceptron as a powerful tool to perform the recognition process. To show the efficiency of the proposed system, experiments have been done on numerous captured images including various types of vehicles with different lighting and noise effects. The experimental results yield 95.5 % recognition accuracy, the recognition process takes 1.6 s to recognize plate information. Most of the elapsed time used is for the license plate extraction and rotation adjustment. The results show the feasibility of the methodology followed in this paper. Performance comparison between SALPR and other LP recognition techniques shows that for most of the cases, SALPR performs better than other techniques under different lighting conditions and it shows the high robustness of the proposed algorithm.",,El-Said SA,,2015,225–235,10.1007/s00500-014-1245-5,https://doi-org.proxy.bnl.lu/10.1007/s00500-014-1245-5;http://dx.doi.org/10.1007/s00500-014-1245-5,Journal Article
Evaluation of User Experience and Cognitive Load of a Gamified Cognitive Training Application for Children with Learning Disabilities,"This study presents a gamified application for children with learning disabilities, designed to train and improve working memory. The application takes the form of a treasure hunt, and is designed according to a framework incorporating guidelines derived from accessibility, usability and cognitive load theory, and from gamification techniques. The aim is to exploit working memory capacity, motivate and engage the child in working memory training activities. The main focus of this study is the evaluation of the user experience and the cognitive load level of this gamified application. A sample of 12 Egyptian children with learning disabilities completed a five-week training period using the application, followed by an evaluation process. The evaluation took the form of a simple usability survey, an unstructured observation, and a cognitive load measurement scale. The purpose was to evaluate the children's perceived experience and assess the level of cognitive load experienced in each of the activities. The results revealed that all the children enjoyed playing the gamified application, were eager to participate in the daily training, and the cognitive load experienced during the training was found to be generally appropriate - although some areas for improvement were identified. Finally, the experiments identified a correlation between user experience, cognitive load and training performance.",,"Shaban A,Pearson E",,2020,,10.1145/3371300.3383341,https://doi-org.proxy.bnl.lu/10.1145/3371300.3383341;http://dx.doi.org/10.1145/3371300.3383341,Conference Paper
An Improved Marine Predators Algorithm for the Optimal Design of Hybrid Renewable Energy Systems,,,"Houssein EH,Ibrahim IE,Kharrich M,Kamel S",,2022,,10.1016/j.engappai.2022.104722,https://doi-org.proxy.bnl.lu/10.1016/j.engappai.2022.104722;http://dx.doi.org/10.1016/j.engappai.2022.104722,Journal Article
Now I Know Who My Comrades Are: Voices from the Internet Underground,"In China, university students use the Internet to save the life of an attempted murder victim. In Cuba, authorities unsuccessfully try to silence an online critic by sowing seeds of distrust in her marriage. And in Russia, a lone blogger rises to become one of the most prominent opposition figures since the fall of the Soviet Union. Authoritarian governments try to isolate individuals from one another, but in the age of social media freedom of speech is impossible to contain. Online, people discover that they are not alone. As one blogger put it, ""Now I know who my comrades are."" In her groundbreaking book, Now I Know Who My Comrades Are: Voices from the Internet Underground, Emily Parker, formerly a State Department policy advisor, writer at The Wall Street Journal and editor at The New York Times, provides on-the-ground accounts of how the Internet is transforming lives in China, Cuba, and Russia. It's a new phenomenon, but one that's already brought about significant political change. In 2011 ordinary Egyptians, many armed with little more than mobile phones, helped topple a thirty-year-old dictatorship. It was an extraordinary moment in modern history--and Now I Know Who My Comrades Are takes us beyond the Middle East to the next major civil rights battles between the Internet and state control. Star dissidents such as Cuba's Yoani Snchez and China's Ai Weiwei are profiled. Here you'll also find lesser-known bloggers, as well as the back-stories of Internet activism celebrities. Parker charts the rise of Russia's Alexey Navalny from ordinary blogger to one of the greatest threats to Vladimir Putin's regime. This book introduces us to an army of bloggers and tweeters--generals and foot soldiers alike. These activists write in code to outsmart censors and launch online campaigns to get their friends out of jail. They refuse to be intimidated by surveillance cameras or citizen informers. Even as they navigate the risks of authoritarian life, they feel free. Now I Know Who My Comrades Are is their story.",,Parker E,,2015,,,,Book
Now I Know Who My Comrades Are: Voices from the Internet Underground,"In China, university students use the Internet to save the life of an attempted murder victim. In Cuba, authorities unsuccessfully try to silence an online critic by sowing seeds of distrust in her marriage. And in Russia, a lone blogger rises to become one of the most prominent opposition figures since the fall of the Soviet Union. Authoritarian governments try to isolate individuals from one another, but in the age of social media this is impossible to do. Online, people discover that they are not alone. As one blogger put it, ""Now I know who my comrades are.""In her groundbreaking book, Now I Know Who My Comrades Are: Voices from the Internet Underground, Emily Parker, formerly a State Department policy advisor, writer at The Wall Street Journal and editor at The New York Times, provides on-the-ground accounts of how the Internet is transforming lives in China, Cuba, and Russia.Its a new phenomenon, but one thats already brought about significant political change. In 2011 ordinary Egyptians, many armed with little more than mobile phones, helped topple a thirty-year-old dictatorship. It was an extraordinary moment in modern historyand Now I Know Who My Comrades Are takes us beyond the Middle East to the next major battles between the Internet and state control.Star dissidents such as Cubas Yoani Snchez and China's Ai Weiwei are profiled. Here youll also find lesser-known bloggers, as well as the back-stories of Internet celebrities. Parker charts the rise of Russias Alexey Navalny from ordinary blogger to one of the greatest threats to Vladimir Putins regime.This book introduces us to an army of bloggers and tweetersgenerals and foot soldiers alike. They write in code to outsmart censors and launch online campaigns to get their friends out of jail. They refuse to be intimidated by surveillance cameras or citizen informers. Even as they navigate the risks of authoritarian life, they feel free. Now I Know Who My Comrades Are is their story.",,Parker E,,2014,,,,Book
"Identification of Ditches and Furrows Using Remote Sensing: Application to Sediment Modelling in the Tana Watershed, Kenya","Ridge-tillage is an agricultural practice where crops are planted on elevated ridges, with furrows in-between. Ridge-tillage has been shown to significantly reduce erosion from croplands, but data on the presence of ridge-tillage is sparse and challenging to collect at the landscape scale. Thus, water quality models often do not account for ridge-tillage in a spatially-explicit manner, potentially overlooking the important impacts of this practice. We have developed a novel method that exploits the spectral, radiometric and linearity shape characteristics to identify both drainage ditches and ridge-tillage furrows using remote sensing of 0.5 m satellite data. We applied the method to the Sasumua watershed in Kenya, where we had false positives in only 3% of randomly selected polygons, and we detected the majority of ditches in 59% of randomly selected polygons. We then assessed the potential value of including these data in sediment modelling, showing that representing these practices could reduce sediment export in the study area by roughly 80%. Being able to readily identify the presence of ditches and furrows could enable the development of more accurate water quality models, and help identify priority areas for intervention to improve water quality and possibly crop yields through changing agricultural practices or policies.",,"Ayana EK,Fisher JR,Hamel P,Boucher TM",,2017,4611–4630,10.1080/01431161.2017.1327125,https://doi-org.proxy.bnl.lu/10.1080/01431161.2017.1327125;http://dx.doi.org/10.1080/01431161.2017.1327125,Journal Article
"Product Diversification, Product Relationships, and the Ecomic Resilience of Libyan Tourist Destinations","Tourism product diversification becomes important not only to attract wider a range of tourists and increase market-share but also to ensure adaptation and resilience to enable tourist destinations to effectively prepare for crises. This study examines whether tourism product diversification enhances adaptability in order to make tourist destinations in Libya more resilient. The study examines the diverse patterns of tourism product development. It does this in relation to the patterns of use of alternative and mass tourism products, and the patterns of relationships between these products, for the cases of Tripoli and Alkhoms. Three frameworks were developed deductively in order to understand and evaluate these research issues. They were applied then to assess the patterns of development, the relationships between tourism products, and their influence on inherent economic resilience. Primary qualitative data were collected by means of in-depth, semi-structured, face-to-face interviews with respondents from the supply and demand sides of the tourism industry. Observation and various other secondary data sources were also utilized. The collected data were critically analyzed and interpreted in relation to the themes identified in the frameworks. It was found that diverse patterns of development and relationships evolved between the tourism products. Alkhoms depended on promoting two concentrated types of tourism products that are consumed in different seasons by completely separated sectors (domestic and international tourists). By contrast, Tripoli has developed a wider range of tourism products enabling it to attract larger numbers of tourists from both sectors, and thus it was less influenced by seasonality and forces of decline. In addition, spatial proximity and thematic features have encouraged more businesses - related to tourism to agglomerate near to Tripoli's tourist attractions, resulting in stronger linkages of compatibility and complementarity between its tourist attractions. Such agglomeration has led to more job generation and an improved ability to adapt to change, resulting in greater inherent economic resilience. In contrast, in Alkhoms, the spatial proximities between the main two dissimilar attractions have not been properly exploited. This has caused them to be managed and marketed in isolation, and resulted in Alkhoms having less resilience in the face of seasonality effects and other forces of change. It is argued that destinations that enjoy a wider range and scale of tourism products can develop ways of collaborating that could increase the flexibility and adaptability of the tourism offerings. This can mean they are better placed to meet the changeable and sophisticated needs of tourists, thereby nurturing economic resilience.",,Benur AM,,2013,,,,Ph.D. Thesis
Fractional Optimal Control with Fish Consumption to Prevent the Risk of Coronary Heart Disease,"According to the World Health Organization (WHO), Chronic Heart Disease (CHD) is one of the greatest defies currently confronting humankind which is sweeping the whole globe, with an expanding trend in developing countries. In this paper, a mathematical model (MM) was proposed to study the connection between fish consumption and CHD mortality in Egypt, by considering a system of ordinary differential equations (ODEs) involving time-fractional derivative (FD). We considered here the study on Egypt for the ease of obtaining real data, but the method and approach adopted here is not limited to Egypt only and can be applied to any country in the world with the information of the real data related to the subject of the study. Additionally, the control function which represents the metabolic and the behavioural risk factors of CHD that help to reduce the number of mortality due to CHD is incorporated in the proposed MM. A fractional optimal control problem (FOCP) with a proposed control is formulated and studied theoretically using the Pontryagin maximum principle, to minimize the susceptible population and also to decrease the mortality rate of CHD. Moreover, firstly we discussed the positivity and boundedness of solutions; then, the model equilibria are determined and their local stability analysis was investigated; furthermore, we use the improved forward-backward sweep method (FBSM) based on the predictor-corrector method (PCM) in order to obtain the solution of proposed FOCP. In addition, some numerical simulations were performed to show the effect of the proposed optimal control (OC) besides the impact of fish consumption on the mortality of CHD.",,"Ameen I,Hidan M,Mostefaoui Z,Ali HM,Guo X",,2020,,10.1155/2020/9823753,https://doi-org.proxy.bnl.lu/10.1155/2020/9823753;http://dx.doi.org/10.1155/2020/9823753,Journal Article
Human-Giraffe Interactions: Characterizing Poaching and Use of Parts as a Threat to Giraffe in Northern Kenya,"Giraffe (Giraffe spp.) are iconic wildlife species to Africa, yet relatively little conservation funding and research have been directed at protection of giraffe in the wild. A growing number of national governments and conservation organizations are implementing management strategies to address the threats that giraffe face. To inform these plans, there is a need for social science that examines the human pressures associated with decline of giraffe populations, including poaching and the use of giraffe parts. As the large majority of reticulated giraffe (Giraffa reticulata) range occurs outside formally protected areas, conservation plans must be made with pastoralist communities and other actors in northern Kenya where the land is shared between people, their livestock, and wildlife. The research presented in this dissertation was conducted as part of a community-based program focused on reticulated giraffe, called the Twiga Walinzi Initiative (""Giraffe Guards"" in Swahili), and represents the first quantitative study on the human dimensions of giraffe conservation. Goals of the research project were to examine key cognitions to human-giraffe interactions (i.e. attitudes, beliefs, perceptions), assess relationships between certain cognitions within areas that adopt a community-based conservation approach, and understand the extent and drivers of giraffe meat and part usage. Face-to-face interviews were conducted at two study sites over survey periods in 2016/17 (n = 579) and 2019 (n = 680). Results from these studies provide insights to how pastoralist communities view and act toward local giraffe. Factors that significantly influenced support for giraffe conservation differed between study sites, suggesting that local context is important to shaping human-giraffe interactions (Chapter 2). For instance, perceived benefits had stronger influence on normative belief in communities more recently connected with wildlife-based tourism. The linkages between perceived benefits, attitudes, and behaviors were further explored by assessing the relationships between these concepts within a community-based conservation setting (Chapter 3). Findings suggest a positive association between perceived benefits and attitudes toward giraffe, but there was less evidence that perceptions of wildlife-related benefits influenced use of giraffe meat/parts. As human behavior is of central interest to conservation, we also assessed levels of giraffe meat consumption (Chapter 4) and determinants of intention to consume giraffe meat (Chapter 5). Specialized questioning techniques were utilized to estimate prevalence of giraffe meat consumption preceding the two surveys. Estimated prevalence of giraffe meat consumption declined after establishment of the Twiga Walinzi. Perceived behavioral control had stronger relative influence than attitudes and subjective norms on future intention to consume giraffe meat. Collectively, these research findings are relevant for applied giraffe conservation efforts and provide a framework for understanding human-giraffe interactions and associated threats in diverse global settings.",,"Ruppert KA,Glikman J,De Urioste-Stone S,Noblet C,Rickard L",,2020,,,,Ph.D. Thesis
Safety Evaluation and Consideration of 4 Pin Multi-Needle for Meso-Therapy,"This study was conducted according to the method presented in the Republic of Korea Pharmacopoeia 11th Revision, aseptic test method to evaluate the suitability of sterilization for a sterile needle (4 Pin Multi-needle). In this study, four tests were conducted: sterility test, cytotoxicity test, acute toxicity test, skin sensitization test. First, in the aseptic test, the microorganism was not proliferated in the aseptic test of the medium. As a result of the performance test of the medium, it was confirmed that the microorganism developed within 3 days and the fungus was evident within 5 days. Based on this, it was confirmed that the medium was suitable, and as a result of the aseptic test, the development of microorganisms was not observed during the total culture period. Based on these results, tests were conducted which were confirmed to be suitable for aseptic testing because the development of bacteria on the provided samples was not recognized. For cytotoxicity tests ISO10993-5; 2009 (Biological Evaluation of Medical Devices, Part 5: Test for in vitro Cytotoxicity). As a result, the MEM eluate of the test substance caused very slight cytotoxicity to the fibroblasts of the mouse and was judged to be Grade 1 (Slightly cytotoxic) according to the judgment standard of ISO 10993-5. On the other hand, solvent control, negative control and positive control showed the expected results on the test. Acute Toxicity Test Results: It was judged that there was no systemic toxicity change when ICR mice were treated with 50 mL/kg B.W. of the eluate of sterile injectable needle for 72 hours. Skin sensitization test result: The Hartley guinea pig was evaluated as a substance which is evaluated as a substance which does not induce any skin reaction when skin sensitization is applied to the dissected material of the sterile injectable needle and is weak in skin sensitivity. Based on the above tests, we will study the stability and efficacy of more reliable medical devices based on the verification and performance of medical devices.",,"Kim JT,Choi A,Jeong JH,Jo JH,Ryu OS,Kim EJ,Kim KY,Song MH,Song YH,Shin WS,Lee SS,Gómez C,Schwarzacher SP,Zhou H",,2018,291–306,10.3233/THC-174624,https://doi-org.proxy.bnl.lu/10.3233/THC-174624;http://dx.doi.org/10.3233/THC-174624,Journal Article
Cause of and Factors Contributing to Stillbirth in Sub-Saharan Africa,"BackgroundEvery year, an estimated 2.6 million stillbirths occur worldwide, with up to 98% occurring in low- and middle-income countries (LMIC). Most stillbirths are preventable. To develop strategies and take effective actions to end preventable stillbirths, a good understanding of the cause of death and its contributing factors is necessary. There is, however, a paucity of data from most LMIC settings. This study aimed to determine the cause of stillbirth in LMIC using three methods of assessment, and to assess quality of care delivered to mothers who had stillbirth.MethodsThe study involved 1,563 stillbirths which occurred in 12 selected secondary and tertiary hospitals in Kenya, Malawi, Sierra Leone and Zimbabwe. The cause of death was determined by: (1) consensus of healthcare providers (HCPs) through stillbirth review; (2) expert review of cases and; (3) computer algorithms. Cause of death was classified using the classification according to Relevant Condition at Death (ReCoDe) and the International Classification of Diseases for Perinatal Mortality (ICD-PM). Quality of antenatal and intrapartum care and health system factors were reviewed using a set of criteria. ResultsA total of 1,329 cases were reviewed, of which 1,267 (95.3%) stillbirths met the inclusion criteria. By country, the stillbirth rate ranged from 20.3 (Malawi) to 118.1 (Sierra Leone) per 1,000 births. The distribution of the major causes of stillbirth differed by method of assessment: asphyxia (18.5% – 37.4%), placental disorders (8.4% – 15.1%), hypertensive disorders in the mother (5.1% – 13.6%), infection (4.3% – 9.0%), cord problems (3.3% – 6.5%), and ruptured uterus due to obstructed labour (2.6% – 6.1%). Information was insufficient to assign cause of stillbirth in 17.9% - 26.0% of cases. Significant agreement was observed between cause of stillbirth assigned by the expert panel and by HCP (k=0.69; p<0.0005) but there was a weaker agreement between expert panel and when using computer algorithms (k=0.34; p<0.0005).Using ReCoDe, intrapartum events (mainly intrapartum asphyxia) contributed to most of the deaths, followed by maternal diseases (mainly hypertensive disorders and infection), placental and fetal conditions. With application of ICD-PM, 42.0% were antepartum, 50.7% were intrapartum and 7.3% could not be categorised. The major categories accounting for the death were: intrapartum hypoxia and fetal growth restriction. Major contributing maternal conditions in ICD-PM were: M1 (placental, cord and membranes) and M3 (other complications of labour and delivery). Poor quality of care during antenatal care was identified in 97.8% of cases, and only 30.7% of cases of Caesarean section were conducted within one hour of decision. For 414 (37.9%) stillbirths, the outcome could have been different with better care.Conclusion Stillbirth rate was high, with high variations between countries. HCPs should be encouraged to conduct reviews and act upon findings to improve quality of care. Data requirements of computer algorithms need to be balanced between ability to find a cause and the availability of information. The new ICD-PM could work in LMIC, but there is the need for more guidance on how to handle cases of stillbirths whose time of death cannot be determined.",,Aminu M,,2017,,,,Ph.D. Thesis
Decoding the Translation Initiation Mechanism of Maize Chlorotic Mottle Virus / Decodificación Del Mecanismo de Iniciación En La Traducción Del Virus Moteado CloróTico Del Maíz,"Maize chlorotic mottle virus (MCMV) is the key player of Maize Lethal Necrosis Disease (MLND). MLND is caused by the co-infection and synergistic interaction of MCMV and any potyvirus that infects grasses. Recent outbreaks of MLND have ravaged maize fields in Kenya and neighboring regions of East Africa. The catastrophic economic losses brought back the interest of stakeholders to learn more about the synergistic interaction between MCMV and potyviruses and find ways to use this knowledge to create MLND resistant lines.MCMV is a positive-sense single-stranded RNA virus from the Tombusviridae family. Similarly to other members of the Tombusviridae family, MCMV does not have a 5'-cap or a poly (A) tail and must use alternative mechanisms to translate viral proteins. The lack of a 5'-cap in the viral RNA does not prevent it from interacting with host translation factors. Instead of a 5'-cap, most tombusvirids are known to employ unconventional mechanisms to sequester translation factors to the viral RNA. One mechanism of recruiting host's translation factors is 3'-cap-independent translation elements (3'-CITEs). 3'-CITEs are secondary structures located at the 3'-end of the virus genome used to recruit the translation initiation machinery. The work presented in this dissertation revolves around finding out the translation initiation control elements of MCMV RNA.The unearthing of MCMV's translation initiation process began with a series of deletions at the 3'-end of the virus genome. The genome sequence mapping indicated that there was an essential sequence for virus translation between nucleotides 4164 to 4333. Structural RNA probing of this region showed the presence of a panicum mosaic virus 3-CITE (PTE) -like structure located in the 3'-untranslated region (UTR) of the viral RNA. Similar to other PTEs, the MCMV 3'-CITE secondary structure was composed of a hammer-like helix structure that branched out into two side loops connected by a pyrimidine bridge. On the main stem of the hammer-like structure is a single-stranded bulge that is hyper-modified by SHAPE probing reagents in the presence of magnesium. PTEs are characterized by a pyrimidine rich bridge composed of cytosines and a purine-rich bulge that interacts with each other forming a pseudoknot. In contrary to most PTEs, the MTE was predicted to have a weak pseudoknot.The PTE C-G pseudoknot formation enables the virus to interact with the cap-binding pocket of eIF4E. Although the establishment of a suitable pseudoknot between the C-G domains of MTE is questionable, MTE interacts with initiation factor 4E. Similar to other 3'CITEs, the MTE used long-distance base-pairing to bring the translation machinery to the 5' end. The eIF4E-MTE RNA-protein interaction model was investigated by mutating both the RNA and the protein. Comparison of electrophoretic mobility shift assays (EMSA) results using mutated eIF4E with other PTE-like structure indicated that even though MCMV interact with eIF4E, it might use a mechanism that has yet to be characterized.",,"Carino EJ,Whitham S,Lubberstedt T,Moss W,Yang B",,2020,,,,Ph.D. Thesis
Development of a Mobile Application Platform for Self-Management of Obesity Using Artificial Intelligence Techniques,"Obesity is a major global health challenge and a risk factor for the leading causes of death, including heart disease, stroke, diabetes, and several types of cancer. Attempts to manage and regulate obesity have led to the implementation of various dietary regulatory initiatives to provide information on the calorie contents of meals. Although knowledge of the calorie content is useful for meal planning, it is not sufficient as other factors, including health status (diabetes, hypertension, etc.) and level of physical activity, are essential in the decision process for obesity management. In this work, we present an artificial intelligence- (AI-) based application that is driven by a genetic algorithm (GA) as a potential tool for tracking a user’s energy balance and predicting possible calorie intake required to meet daily calorie needs for obesity management. The algorithm takes the users’ input information on desired foods which are selected from a database and extracted records of users on cholesterol level, diabetes status, and level of physical activity, to predict possible meals required to meet the users need. The micro- and macronutrients of food content are used for the computation and prediction of the potential foods required to meet the daily calorie needs. The functionality and performance of the model were tested using a sample of 30 volunteers from the University of Ghana. Results revealed that the model was able to predict both glycemic and non-glycemic foods based on the condition of the user as well as the macro- and micronutrients requirements. Moreover, the system is able to adequately track the progress of the user’s weight loss over time, daily nutritional needs, daily calorie intake, and predictions of meals that must be taken to avoid compromising their health. The proposed system can serve as a useful resource for individuals, dieticians, and other health management personnel for managing obesity, patients, and for training students in fields of dietetics and consumer science.",,"Sefa-Yeboah SM,Osei Annor K,Koomson VJ,Saalia FK,Steiner-Asiedu M,Mills GA,Hu F",,2021,,10.1155/2021/6624057,https://doi-org.proxy.bnl.lu/10.1155/2021/6624057;http://dx.doi.org/10.1155/2021/6624057,Journal Article
Examining Teacher Performance in Ghana,"This study used longitudinal data on 444 teachers and 3,435 students to examine teacher performance in Ghana. The study is divided into two parts. The first part of the study examined factors that mediate the causal effects of a kindergarten teacher training program on classroom quality and student outcomes. Specifically, it examined whether teachers' knowledge of the learning content, teachers' implementation quality of behavioral and instructional practices and teachers' professional well-being were significant mediators of the treatment effect. It utilized a causal mediation approach, which allowed the average causal mediation effects to be parametrically and nonparametrically identified under a set of minimum conditions. The study found that implementation quality was a significant mediator of positive treatment effect on classroom quality across time. This effect persisted even when teacher knowledge and professional well-being were accounted for. The study also found small marginal mediation effects on student outcomes, including a positive mediation effect on literacy and a negative mediation effect on executive functioning in the presence of all mediators. Overall, this study provides empirical evidence to design future interventions that place more emphasis on the influential pathway of implementation quality to yield positive impacts, particularly in early education contexts.The second part of the study examined teacher profiles that provide diagnostic information about teachers' instructional strengths and weaknesses. It applied stage-wise cluster analysis to reveal different subpopulations of teachers and study how they relate to student outcomes. The study found six profiles of teachers with varying professional well-being and classroom practices, including two that were significantly associated with positive student learning across all four domains of numeracy, literacy, socioemotional development and executive functioning. Overall, the results allow easy identification of growth opportunities for each profile of teachers that helps provide formative feedback and targeted support to facilitate high quality teaching and maximize positive student learning outcomes.",,"Fatima SF,Wolf S,McDermott P,Rovine M",,2020,,,,Ph.D. Thesis
"Mathematics in Computing: An Accessible Guide to Historical, Foundational and Application Contexts","This clearly written and enlightening textbook provides a concise, introductory guide to the key mathematical concepts and techniques used by computer scientists. Topics and features: ideal for self-study, offering many pedagogical features such as chapter-opening key topics, chapter introductions and summaries, review questions, and a glossary; places our current state of knowledge within the context of the contributions made by early civilizations, such as the ancient Babylonians, Egyptians and Greeks; examines the building blocks of mathematics, including sets, relations and functions; presents an introduction to logic, formal methods and software engineering; explains the fundamentals of number theory, and its application in cryptography; describes the basics of coding theory, language theory, and graph theory; discusses the concept of computability and decideability; includes concise coverage of calculus, probability and statistics, matrices, complex numbers and quaternions.",,O'Regan G,,2012,,,,Book
"Mathematics in Computing: An Accessible Guide to Historical, Foundational and Application Contexts","This clearly written and enlightening textbook provides a concise, introductory guide to the key mathematical concepts and techniques used by computer scientists. Topics and features: ideal for self-study, offering many pedagogical features such as chapter-opening key topics, chapter introductions and summaries, review questions, and a glossary; places our current state of knowledge within the context of the contributions made by early civilizations, such as the ancient Babylonians, Egyptians and Greeks; examines the building blocks of mathematics, including sets, relations and functions; presents an introduction to logic, formal methods and software engineering; explains the fundamentals of number theory, and its application in cryptography; describes the basics of coding theory, language theory, and graph theory; discusses the concept of computability and decideability; includes concise coverage of calculus, probability and statistics, matrices, complex numbers and quaternions.",,O'Regan G,,2014,,,,Book
Clear P-Wave Arrival of Weak Events and Automatic Onset Determination Using Wavelet Filter Banks,"P-wave arrivals of many weak events cannot be precisely determined manually. Difference in power levels between noise and P-wave in wavelet detail of weak events enables us to determine P-wave arrival manually. Because of this power difference, automatic onset detection and picking algorithm is introduced using the same wavelet detail. Parameter settings are not needed as algorithm will work on data generated by either short or very broad band seismometers. Application of the proposed algorithm on data of three stations of Egyptian National Seismic Network (ENSN) in Cairo region shows a maximum standard deviation of 0.14 seconds of the corresponding manual picks.",,"Hafez AG,Khan MT,Kohda T",,2010,715–723,10.1016/j.dsp.2009.10.002,https://doi-org.proxy.bnl.lu/10.1016/j.dsp.2009.10.002;http://dx.doi.org/10.1016/j.dsp.2009.10.002,Journal Article
